,ID,title,date,url
1019,1020,Anggota Polsek Jonggol  Evakuasi Jasad Pria yang Tewas di Pelataran Rumah Warga," 03 September 2020 - 14:05
",https://poskota.co.id/2020/9/3/anggota-polsek-jonggol-evakuasi-jasad-pria-yang-tewas-di-pelataran-rumah-warga
1020,1021,"Bandel, Pegawai Toko Komestik di Serang Nyambi Jual Pil Tramadol"," 03 September 2020 - 13:56
",https://poskota.co.id/2020/9/3/bandel-pegawai-toko-komestik-di-serang-nyambi-jual-pil-tramadol
1021,1022,Polisi Amankan Musisi JH  Dugaan Kepemilikan Sabu," 03 September 2020 - 13:10
",https://poskota.co.id/2020/9/3/polisi-amankan-musisi-jh-dugaan-kepemilikan-sabu
1022,1023,Polda Metro Jaya Gelar Rekontruksi 9 Tersangka Pesta Seks Gay," 03 September 2020 - 12:55
",https://poskota.co.id/2020/9/3/polda-metro-jaya-gelar-rekontruksi-9-tersangka-pesta-seks-gay
1023,1024,"Kasus Mayat Wanita dalam Kardus, Polisi: Pelaku Lari ke Luar Tangsel"," 03 September 2020 - 12:15
",https://poskota.co.id/2020/9/3/kasus-mayat-wanita-dalam-kardus-polisi-pelaku-lari-ke-luar-tangsel
1024,9,"Komisi III DPR: Beri Kepercayaan Kejagung Selesaikan Kasus Djoko Tjandra
                    "," 03 September 2020 - 11:15
",https://poskota.co.id/2020/9/3/komisi-iii-dpr-beri-kepercayaan-kejagung-selesaikan-kasus-djoko-tjandra
1025,1026,"6 Fakta Geger Pesta Seks Gay di Kuningan Jaksel, Berkedok Rayakan Hari Kemerdekaan Hingga Ada Games Mesum"," 03 September 2020 - 09:01
",https://poskota.co.id/2020/9/3/6-fakta-geger-pesta-seks-gay-di-kuningan-jaksel-berkedok-rayakan-hari-kemerdekaan-hingga-ada-games-mesum
1026,1027,"Pesta Seks Gay Digerebek Polisi, Bagaimana ke Depannya?"," 03 September 2020 - 08:03
",https://poskota.co.id/2020/9/3/pesta-seks-gay-digerebek-polisi-bagaimana-ke-depannya
1027,1028,"Ada yang Kenal? Pesepeda Tewas Tertabrak di Depan Pengadilan Tinggi DKI, Ini Ciri-cirinya"," 03 September 2020 - 06:10
",https://poskota.co.id/2020/9/3/ada-yang-kenal-pesepeda-tewas-tertabrak-di-depan-pengadilan-tinggi-dki-ini-ciri-cirinya
1028,1029,"Korupsi, Bekas Kacab Bank Syariah Mandiri Simalungun Diperiksa Kejagung"," 02 September 2020 - 23:24
",https://poskota.co.id/2020/9/2/korupsi-bekas-kacab-bank-syariah-mandiri-simalungun-diperiksa-kejagung
